county,emag_id,display_name,name,parent
Alba,3,Abrud,Abrud,
Alba,4,Abrud-Sat (Abrud),Abrud-Sat,Abrud
Alba,71,Achimeţeşti (Avram Iancu),Achimeţeşti,Avram Iancu
Alba,167,Acmariu (Blandiana),Acmariu,Blandiana
Alba,8,Aiud,Aiud,
Alba,9,Aiudul de Sus (Aiud),Aiudul de Sus,Aiud
Alba,20,Alba Iulia,Alba Iulia,
Alba,26,Albac,Albac,
Alba,687,Alecuş (Şona),Alecuş,Şona
Alba,43,Almaşu de Mijloc (Almaşu Mare),Almaşu de Mijloc,Almaşu Mare
Alba,44,Almaşu Mare,Almaşu Mare,
Alba,444,Ampoiţa (Meteş),Ampoiţa,Meteş
Alba,178,Angheleşti (Bucium),Angheleşti,Bucium
Alba,52,Arieşeni,Arieşeni,
Alba,119,Aroneşti (Bistra),Aroneşti,Bistra
Alba,707,Arţi (Şugag),Arţi,Şugag
Alba,408,Asinip (Lopadea Nouă),Asinip,Lopadea Nouă
Alba,73,Avram Iancu,Avram Iancu,
Alba,53,Avrămeşti (Arieşeni),Avrămeşti,Arieşeni
Alba,74,Avrămeşti (Avram Iancu),Avrămeşti,Avram Iancu
Alba,354,Baba (Horea),Baba,Horea
Alba,650,Băcăinţi (Şibot),Băcăinţi,Şibot
Alba,75,Bădăi (Avram Iancu),Bădăi,Avram Iancu
Alba,409,Băgău (Lopadea Nouă),Băgău,Lopadea Nouă
Alba,761,Băi (Vidra),Băi,Vidra
Alba,107,Baia de Arieş,Baia de Arieş,
Alba,388,Bălcaciu (Jidvei),Bălcaciu,Jidvei
Alba,120,Băleşti (Bistra),Băleşti,Bistra
Alba,121,Băleşti-Cătun (Bistra),Băleşti-Cătun,Bistra
Alba,577,Bălmoşeşti (Roșia Montană),Bălmoşeşti,Roșia Montană
Alba,651,Balomiru de Câmp (Şibot),Balomiru de Câmp,Şibot
Alba,21,Bărăbanţ (Alba Iulia),Bărăbanţ,Alba Iulia
Alba,27,Bărăşti (Albac),Bărăşti,Albac
Alba,469,Bărbeşti (Mogoş),Bărbeşti,Mogoş
Alba,420,Bârdeşti (Lupşa),Bârdeşti,Lupşa
Alba,122,Bârleşti (Bistra),Bârleşti,Bistra
Alba,470,Bârleşti (Mogoş),Bârleşti,Mogoş
Alba,628,Bârleşti (Scărişoara),Bârleşti,Scărişoara
Alba,471,Bârleşti-Cătun (Mogoş),Bârleşti-Cătun,Mogoş
Alba,708,Bârsana (Şugag),Bârsana,Şugag
Alba,421,Bârzan (Lupşa),Bârzan,Lupşa
Alba,472,Bârzogani (Mogoş),Bârzogani,Mogoş
Alba,655,Băzeşti (Sohodol),Băzeşti,Sohodol
Alba,715,Beldiu (Teiuş),Beldiu,Teiuş
Alba,314,Benic (Galda de Jos),Benic,Galda de Jos
Alba,114,Berghin,Berghin,
Alba,410,Beţa (Lopadea Nouă),Beţa,Lopadea Nouă
Alba,275,Bidigeşti (Ciuruleasa),Bidigeşti,Ciuruleasa
Alba,330,Biharia (Gârda de Sus),Biharia,Gârda de Sus
Alba,688,Biia (Şona),Biia,Şona
Alba,656,Bilăneşti (Sohodol),Bilăneşti,Sohodol
Alba,179,Bisericani (Bucium),Bisericani,Bucium
Alba,123,Bistra,Bistra,
Alba,157,Blaj,Blaj,
Alba,168,Blandiana,Blandiana,
Alba,578,Blideşti (Roșia Montană),Blideşti,Roșia Montană
Alba,657,Bobăreşti (Sohodol),Bobăreşti,Sohodol
Alba,762,Bobăreşti (Vidra),Bobăreşti,Vidra
Alba,473,Boceşti (Mogoş),Boceşti,Mogoş
Alba,291,Bocsitura (Cugir),Bocsitura,Cugir
Alba,731,Bodeşti (Vadu Moților),Bodeşti,Vadu Moților
Alba,276,Bodreşti (Ciuruleasa),Bodreşti,Ciuruleasa
Alba,474,Bogdăneşti (Mogoş),Bogdăneşti,Mogoş
Alba,763,Bogdăneşti (Vidra),Bogdăneşti,Vidra
Alba,277,Bogleşti (Ciuruleasa),Bogleşti,Ciuruleasa
Alba,76,Boldeşti (Avram Iancu),Boldeşti,Avram Iancu
Alba,252,Bolovăneşti (Ceru-Băcăinţi),Bolovăneşti,Ceru-Băcăinţi
Alba,220,Bonceşti (Câmpeni),Bonceşti,Câmpeni
Alba,764,Bordeştii Poieni (Vidra),Bordeştii Poieni,Vidra
Alba,221,Borleşti (Câmpeni),Borleşti,Câmpeni
Alba,556,Boţani (Râmeţ),Boţani,Râmeţ
Alba,222,Boteşti (Câmpeni),Boteşti,Câmpeni
Alba,629,Boteşti (Scărişoara),Boteşti,Scărişoara
Alba,830,Boteşti (Zlatna),Boteşti,Zlatna
Alba,304,Boz (Doştat),Boz,Doştat
Alba,658,Brădeana (Sohodol),Brădeana,Sohodol
Alba,557,Brădeşti (Râmeţ),Brădeşti,Râmeţ
Alba,45,Brădet (Almaşu Mare),Brădet,Almaşu Mare
Alba,108,Brăzeşti (Baia de Arieş),Brăzeşti,Baia de Arieş
Alba,54,Bubeşti (Arieşeni),Bubeşti,Arieşeni
Alba,173,Bucerdea Grânoasă,Bucerdea Grânoasă,
Alba,370,Bucerdea Vinoasă (Ighiu),Bucerdea Vinoasă,Ighiu
Alba,180,Bucium,Bucium,
Alba,181,Bucium-Sat (Bucium),Bucium-Sat,Bucium
Alba,292,Bucuru (Cugir),Bucuru,Cugir
Alba,28,Budăieşti (Albac),Budăieşti,Albac
Alba,831,Budeni (Zlatna),Budeni,Zlatna
Alba,253,Bulbuc (Ceru-Băcăinţi),Bulbuc,Ceru-Băcăinţi
Alba,278,Buninginea (Ciuruleasa),Buninginea,Ciuruleasa
Alba,579,Bunta (Roșia Montană),Bunta,Roșia Montană
Alba,732,Burzeşti (Vadu Moților),Burzeşti,Vadu Moților
Alba,659,Burzoneşti (Sohodol),Burzoneşti,Sohodol
Alba,355,Buteşti (Horea),Buteşti,Horea
Alba,475,Buteşti (Mogoş),Buteşti,Mogoş
Alba,293,Călene (Cugir),Călene,Cugir
Alba,209,Câlnic,Câlnic,
Alba,77,Călugăreşti (Avram Iancu),Călugăreşti,Avram Iancu
Alba,223,Câmpeni,Câmpeni,
Alba,811,Câmpu Goblii (Vinţu de Jos),Câmpu Goblii,Vinţu de Jos
Alba,78,Cândeşti (Avram Iancu),Cândeşti,Avram Iancu
Alba,618,Căpâlna (Săsciori),Căpâlna,Săsciori
Alba,389,Căpâlna de Jos (Jidvei),Căpâlna de Jos,Jidvei
Alba,491,Căptălan (Noşlac),Căptălan,Noşlac
Alba,243,Capu Dealului (Cenade),Capu Dealului,Cenade
Alba,716,Căpud (Teiuş),Căpud,Teiuş
Alba,79,Cârăşti (Avram Iancu),Cârăşti,Avram Iancu
Alba,695,Carpen (Şpring),Carpen,Şpring
Alba,696,Carpenii de Sus (Şpring),Carpenii de Sus,Şpring
Alba,326,Cărpiniş (Gârbova),Cărpiniş,Gârbova
Alba,580,Cărpiniş (Roșia Montană),Cărpiniş,Roșia Montană
Alba,80,Cârţuleşti (Avram Iancu),Cârţuleşti,Avram Iancu
Alba,55,Casa de Piatră (Arieşeni),Casa de Piatră,Arieşeni
Alba,81,Căsoaia (Avram Iancu),Căsoaia,Avram Iancu
Alba,244,Cenade,Cenade,
Alba,182,Cerbu (Bucium),Cerbu,Bucium
Alba,247,Cergău,Cergău,
Alba,248,Cergău Mare (Cergău),Cergău Mare,Cergău
Alba,249,Cergău Mic (Cergău),Cergău Mic,Cergău
Alba,224,Certege (Câmpeni),Certege,Câmpeni
Alba,254,Ceru-Băcăinţi,Ceru-Băcăinţi,
Alba,263,Cetatea de Baltă,Cetatea de Baltă,
Alba,315,Cetea (Galda de Jos),Cetea,Galda de Jos
Alba,558,Cheia (Râmeţ),Cheia,Râmeţ
Alba,46,Cheile Cibului (Almaşu Mare),Cheile Cibului,Almaşu Mare
Alba,124,Cheleteni (Bistra),Cheleteni,Bistra
Alba,47,Cib (Almaşu Mare),Cib,Almaşu Mare
Alba,411,Cicârd (Lopadea Nouă),Cicârd,Lopadea Nouă
Alba,462,Cicău (Mirăslău),Cicău,Mirăslău
Alba,109,Cioara de Sus (Baia de Arieş),Cioara de Sus,Baia de Arieş
Alba,812,Ciocaşu (Vinţu de Jos),Ciocaşu,Vinţu de Jos
Alba,29,Cioneşti (Albac),Cioneşti,Albac
Alba,457,Cistei (Mihalţ),Cistei,Mihalţ
Alba,498,Cisteiu de Mureş (Ocna Mureş),Cisteiu de Mureş,Ocna Mureş
Alba,183,Ciuculeşti (Bucium),Ciuculeşti,Bucium
Alba,268,Ciugud,Ciugud,
Alba,721,Ciugudu de Jos (Unirea),Ciugudu de Jos,Unirea
Alba,722,Ciugudu de Sus (Unirea),Ciugudu de Sus,Unirea
Alba,412,Ciuguzel (Lopadea Nouă),Ciuguzel,Lopadea Nouă
Alba,125,Ciuldeşti (Bistra),Ciuldeşti,Bistra
Alba,10,Ciumbrud (Aiud),Ciumbrud,Aiud
Alba,279,Ciuruleasa,Ciuruleasa,
Alba,581,Coasta Henţii (Roșia Montană),Coasta Henţii,Roșia Montană
Alba,225,Coasta Vascului (Câmpeni),Coasta Vascului,Câmpeni
Alba,56,Cobleş (Arieşeni),Cobleş,Arieşeni
Alba,82,Coceşti (Avram Iancu),Coceşti,Avram Iancu
Alba,83,Cocoşeşti (Avram Iancu),Cocoşeşti,Avram Iancu
Alba,476,Cojocani (Mogoş),Cojocani,Mogoş
Alba,184,Coleşeni (Bucium),Coleşeni,Bucium
Alba,510,Colibi (Ohaba),Colibi,Ohaba
Alba,570,Colţeşti (Rimetea),Colţeşti,Rimetea
Alba,492,Copand (Noşlac),Copand,Noşlac
Alba,582,Corna (Roșia Montană),Corna,Roșia Montană
Alba,174,Cornu (Bucerdea Grânoasă),Cornu,Bucerdea Grânoasă
Alba,84,Coroieşti (Avram Iancu),Coroieşti,Avram Iancu
Alba,541,Corţeşti (Poşaga),Corţeşti,Poşaga
Alba,611,Coşlariu (Sântimbru),Coşlariu,Sântimbru
Alba,717,Coşlariu Nou (Teiuş),Coşlariu Nou,Teiuş
Alba,30,Costeşti (Albac),Costeşti,Albac
Alba,522,Costeşti (Poiana Vadului),Costeşti,Poiana Vadului
Alba,559,Cotorăşti (Râmeţ),Cotorăşti,Râmeţ
Alba,285,Crăciunelu de Jos,Crăciunelu de Jos,
Alba,264,Crăciunelu de Sus (Cetatea de Baltă),Crăciunelu de Sus,Cetatea de Baltă
Alba,287,Craiva (Cricău),Craiva,Cricău
Alba,127,Creţeşti (Bistra),Creţeşti,Bistra
Alba,288,Cricău,Cricău,
Alba,813,Crişeni (Vinţu de Jos),Crişeni,Vinţu de Jos
Alba,477,Cristeşti (Mogoş),Cristeşti,Mogoş
Alba,255,Cucuta (Ceru-Băcăinţi),Cucuta,Ceru-Băcăinţi
Alba,294,Cugir,Cugir,
Alba,767,Culdeşti (Vidra),Culdeşti,Vidra
Alba,697,Cunţa (Şpring),Cunţa,Şpring
Alba,583,Curături (Roșia Montană),Curături,Roșia Montană
Alba,422,Curmătură (Lupşa),Curmătură,Lupşa
Alba,256,Curpeni (Ceru-Băcăinţi),Curpeni,Ceru-Băcăinţi
Alba,300,Cut,Cut,
Alba,302,Daia Română,Daia Română,
Alba,128,Dâmbureni (Bistra),Dâmbureni,Bistra
Alba,226,Dandut (Câmpeni),Dandut,Câmpeni
Alba,356,Dârleşti (Horea),Dârleşti,Horea
Alba,584,Dăroaia (Roșia Montană),Dăroaia,Roșia Montană
Alba,211,Deal (Câlnic),Deal,Câlnic
Alba,57,Dealu Bajului (Arieşeni),Dealu Bajului,Arieşeni
Alba,227,Dealu Bistrii (Câmpeni),Dealu Bistrii,Câmpeni
Alba,228,Dealu Capsei (Câmpeni),Dealu Capsei,Câmpeni
Alba,594,Dealu Caselor (Sălciua),Dealu Caselor,Sălciua
Alba,85,Dealu Crişului (Avram Iancu),Dealu Crişului,Avram Iancu
Alba,305,Dealu Doştatului (Doştat),Dealu Doştatului,Doştat
Alba,814,Dealu Ferului (Vinţu de Jos),Dealu Ferului,Vinţu de Jos
Alba,331,Dealu Frumos (Gârda de Sus),Dealu Frumos,Gârda de Sus
Alba,733,Dealu Frumos (Vadu Moților),Dealu Frumos,Vadu Moților
Alba,376,Dealu Geoagiului (Întregalde),Dealu Geoagiului,Întregalde
Alba,768,Dealu Goieşti (Vidra),Dealu Goieşti,Vidra
Alba,31,Dealu Lămăşoi (Albac),Dealu Lămăşoi,Albac
Alba,129,Dealu Muntelui (Bistra),Dealu Muntelui,Bistra
Alba,332,Dealu Ordâncuşii (Gârda de Sus),Dealu Ordâncuşii,Gârda de Sus
Alba,832,Dealu Roatei (Zlatna),Dealu Roatei,Zlatna
Alba,463,Decea (Mirăslău),Decea,Mirăslău
Alba,158,Deleni-Obarsie (Blaj),Deleni-Obarsie,Blaj
Alba,660,Deonceşti (Sohodol),Deonceşti,Sohodol
Alba,32,Deve (Albac),Deve,Albac
Alba,661,Dilimani (Sohodol),Dilimani,Sohodol
Alba,709,Dobra (Şugag),Dobra,Şugag
Alba,333,Dobreşti (Gârda de Sus),Dobreşti,Gârda de Sus
Alba,833,Dobrot (Zlatna),Dobrot,Zlatna
Alba,185,Dogăreşti (Bucium),Dogăreşti,Bucium
Alba,86,Doleşti (Avram Iancu),Doleşti,Avram Iancu
Alba,689,Doptău (Şona),Doptău,Şona
Alba,769,Dos (Vidra),Dos,Vidra
Alba,306,Doştat,Doştat,
Alba,770,Dosu Luncii (Vidra),Dosu Luncii,Vidra
Alba,771,Dosu Văseşti (Vidra),Dosu Văseşti,Vidra
Alba,772,Drăgoieşti-Luncă (Vidra),Drăgoieşti-Luncă,Vidra
Alba,269,Drâmbar (Ciugud),Drâmbar,Ciugud
Alba,698,Draşov (Şpring),Draşov,Şpring
Alba,229,Dric (Câmpeni),Dric,Câmpeni
Alba,523,Duduieni (Poiana Vadului),Duduieni,Poiana Vadului
Alba,87,Dumăceşti (Avram Iancu),Dumăceşti,Avram Iancu
Alba,270,Dumbrava (Ciugud),Dumbrava,Ciugud
Alba,619,Dumbrava (Săsciori),Dumbrava,Săsciori
Alba,723,Dumbrava (Unirea),Dumbrava,Unirea
Alba,834,Dumbrava (Zlatna),Dumbrava,Zlatna
Alba,257,Dumbrăviţa (Ceru-Băcăinţi),Dumbrăviţa,Ceru-Băcăinţi
Alba,595,Dumeşti (Sălciua),Dumeşti,Sălciua
Alba,612,Dumitra (Sântimbru),Dumitra,Sântimbru
Alba,423,După Deal (Lupşa),După Deal,Lupşa
Alba,534,După Deal (Ponor),După Deal,Ponor
Alba,33,După Pleşe (Albac),După Pleşe,Albac
Alba,130,Durăşti (Bistra),Durăşti,Bistra
Alba,745,Făget (Valea Lungă),Făget,Valea Lungă
Alba,524,Făgetu de Jos (Poiana Vadului),Făgetu de Jos,Poiana Vadului
Alba,525,Făgetu de Sus (Poiana Vadului),Făgetu de Sus,Poiana Vadului
Alba,258,Fântânele (Ceru-Băcăinţi),Fântânele,Ceru-Băcăinţi
Alba,308,Fărău,Fărău,
Alba,34,Faţa (Albac),Faţa,Albac
Alba,230,Faţa Abrudului (Câmpeni),Faţa Abrudului,Câmpeni
Alba,58,Faţa Cristesei (Arieşeni),Faţa Cristesei,Arieşeni
Alba,59,Faţa Lăpuşului (Arieşeni),Faţa Lăpuşului,Arieşeni
Alba,702,Faţa Pietrii (Stremţ),Faţa Pietrii,Stremţ
Alba,630,Faţa-Lăzeşti (Scărişoara),Faţa-Lăzeşti,Scărişoara
Alba,390,Feisa (Jidvei),Feisa,Jidvei
Alba,835,Fenes (Zlatna),Fenes,Zlatna
Alba,186,Fereşti (Bucium),Fereşti,Bucium
Alba,357,Fericet (Horea),Fericet,Horea
Alba,295,Feţeni (Cugir),Feţeni,Cugir
Alba,773,Ficăreşti (Vidra),Ficăreşti,Vidra
Alba,159,Flitesti (Blaj),Flitesti,Blaj
Alba,187,Floreşti (Bucium),Floreşti,Bucium
Alba,231,Floreşti (Câmpeni),Floreşti,Câmpeni
Alba,560,Floreşti (Râmeţ),Floreşti,Râmeţ
Alba,631,Floreşti (Scărişoara),Floreşti,Scărişoara
Alba,232,Furduieşti (Câmpeni),Furduieşti,Câmpeni
Alba,662,Furduieşti (Sohodol),Furduieşti,Sohodol
Alba,493,Găbud (Noşlac),Găbud,Noşlac
Alba,836,Galaţi (Zlatna),Galaţi,Zlatna
Alba,60,Galbena (Arieşeni),Galbena,Arieşeni
Alba,316,Galda de Jos,Galda de Jos,
Alba,317,Galda de Sus (Galda de Jos),Galda de Sus,Galda de Jos
Alba,613,Galtiu (Sântimbru),Galtiu,Sântimbru
Alba,11,Gâmbaş (Aiud),Gâmbaş,Aiud
Alba,131,Găneşti (Bistra),Găneşti,Bistra
Alba,327,Gârbova,Gârbova,
Alba,12,Gârbova de Jos (Aiud),Gârbova de Jos,Aiud
Alba,13,Garbova de Sus (Aiud),Garbova de Sus,Aiud
Alba,14,Gârboviţa (Aiud),Gârboviţa,Aiud
Alba,334,Gârda de Sus,Gârda de Sus,
Alba,335,Gârda Seacă (Gârda de Sus),Gârda Seacă,Gârda de Sus
Alba,585,Garda-Barbulesti (Roșia Montană),Garda-Barbulesti,Roșia Montană
Alba,132,Gârde (Bistra),Gârde,Bistra
Alba,424,Geamăna (Lupşa),Geamăna,Lupşa
Alba,703,Geoagiu de Sus (Stremţ),Geoagiu de Sus,Stremţ
Alba,535,Geogel (Ponor),Geogel,Ponor
Alba,704,Geomal (Stremţ),Geomal,Stremţ
Alba,280,Gheduleşti (Ciuruleasa),Gheduleşti,Ciuruleasa
Alba,336,Gheţari (Gârda de Sus),Gheţari,Gârda de Sus
Alba,377,Ghioncani (Întregalde),Ghioncani,Întregalde
Alba,115,Ghirbom (Berghin),Ghirbom,Berghin
Alba,358,Giurgiuţ (Horea),Giurgiuţ,Horea
Alba,774,Gligoreşti (Vidra),Gligoreşti,Vidra
Alba,48,Glod (Almaşu Mare),Glod,Almaşu Mare
Alba,746,Glogoveţ (Valea Lungă),Glogoveţ,Valea Lungă
Alba,296,Goaşele (Cugir),Goaşele,Cugir
Alba,775,Goieşti (Vidra),Goieşti,Vidra
Alba,88,Gojeieşti (Avram Iancu),Gojeieşti,Avram Iancu
Alba,245,Gorgan (Cenade),Gorgan,Cenade
Alba,259,Groşi (Ceru-Băcăinţi),Groşi,Ceru-Băcăinţi
Alba,417,Gura Arieşului (Lunca Mureșului),Gura Arieşului,Lunca Mureșului
Alba,5,Gura Cornei (Abrud),Gura Cornei,Abrud
Alba,815,Gura Cuţului (Vinţu de Jos),Gura Cuţului,Vinţu de Jos
Alba,188,Gura Izbitei (Bucium),Gura Izbitei,Bucium
Alba,586,Gura Roşiei (Roșia Montană),Gura Roşiei,Roșia Montană
Alba,663,Gura Sohodol (Sohodol),Gura Sohodol,Sohodol
Alba,425,Hădărău (Lupşa),Hădărău,Lupşa
Alba,776,Haiduceşti (Vidra),Haiduceşti,Vidra
Alba,337,Hănăşeşti (Gârda de Sus),Hănăşeşti,Gârda de Sus
Alba,526,Hănăşeşti (Poiana Vadului),Hănăşeşti,Poiana Vadului
Alba,49,Hanes Mina (Almaşu Mare),Hanes Mina,Almaşu Mare
Alba,271,Hăpria (Ciugud),Hăpria,Ciugud
Alba,777,Hărăşti (Vidra),Hărăşti,Vidra
Alba,816,Haţegana (Vinţu de Jos),Haţegana,Vinţu de Jos
Alba,89,Helereşti (Avram Iancu),Helereşti,Avram Iancu
Alba,189,Heleşti (Bucium),Heleşti,Bucium
Alba,116,Henig (Berghin),Henig,Berghin
Alba,309,Heria (Fărău),Heria,Fărău
Alba,664,Hoancă (Sohodol),Hoancă,Sohodol
Alba,778,Hoancă (Vidra),Hoancă,Vidra
Alba,133,Hodişeşti (Bistra),Hodişeşti,Bistra
Alba,61,Hodobana (Arieşeni),Hodobana,Arieşeni
Alba,426,Holobani (Lupşa),Holobani,Lupşa
Alba,348,Hopârta,Hopârta,
Alba,359,Horea,Horea,
Alba,134,Hudriceşti (Bistra),Hudriceşti,Bistra
Alba,338,Huzăreşti (Gârda de Sus),Huzăreşti,Gârda de Sus
Alba,587,Iacobeşti (Roșia Montană),Iacobeşti,Roșia Montană
Alba,169,Ibru (Blandiana),Ibru,Blandiana
Alba,607,Iclod (Sâncel),Iclod,Sâncel
Alba,371,Ighiel (Ighiu),Ighiel,Ighiu
Alba,372,Ighiu,Ighiu,
Alba,588,Ignăteşti (Roșia Montană),Ignăteşti,Roșia Montană
Alba,378,Ilieşti (Întregalde),Ilieşti,Întregalde
Alba,90,Inceşti (Avram Iancu),Inceşti,Avram Iancu
Alba,542,Inceşti (Poşaga),Inceşti,Poşaga
Alba,724,Inoc (Unirea),Inoc,Unirea
Alba,379,Întregalde,Întregalde,
Alba,817,Inuri (Vinţu de Jos),Inuri,Vinţu de Jos
Alba,445,Isca (Meteş),Isca,Meteş
Alba,380,Ivăniş (Întregalde),Ivăniş,Întregalde
Alba,190,Izbicioara (Bucium),Izbicioara,Bucium
Alba,191,Izbita (Bucium),Izbita,Bucium
Alba,62,Izlaz (Arieşeni),Izlaz,Arieşeni
Alba,160,Izvoarele (Blaj),Izvoarele,Blaj
Alba,339,Izvoarele (Gârda de Sus),Izvoarele,Gârda de Sus
Alba,398,Izvoarele (Livezile),Izvoarele,Livezile
Alba,837,Izvoru Ampoiului (Zlatna),Izvoru Ampoiului,Zlatna
Alba,780,Jefleşti (Vidra),Jefleşti,Vidra
Alba,710,Jidoştina (Şugag),Jidoştina,Şugag
Alba,391,Jidvei,Jidvei,
Alba,91,Jojei (Avram Iancu),Jojei,Avram Iancu
Alba,665,Joldişeşti (Sohodol),Joldişeşti,Sohodol
Alba,192,Jurcuieşti (Bucium),Jurcuieşti,Bucium
Alba,645,Lancrăm (Sebeş),Lancrăm,Sebeş
Alba,620,Laz (Săsciori),Laz,Săsciori
Alba,818,Laz (Vinţu de Jos),Laz,Vinţu de Jos
Alba,632,Lăzeşti (Scărişoara),Lăzeşti,Scărişoara
Alba,734,Lăzeşti (Vadu Moților),Lăzeşti,Vadu Moților
Alba,427,Lazuri (Lupşa),Lazuri,Lupşa
Alba,666,Lazuri (Sohodol),Lazuri,Sohodol
Alba,667,Leheşti (Sohodol),Leheşti,Sohodol
Alba,551,Leorinţ (Rădeşti),Leorinţ,Rădeşti
Alba,633,Lespezea (Scărişoara),Lespezea,Scărişoara
Alba,135,Lipaia (Bistra),Lipaia,Bistra
Alba,401,Livezile,Livezile,
Alba,748,Lodroman (Valea Lungă),Lodroman,Valea Lungă
Alba,621,Loman (Săsciori),Loman,Săsciori
Alba,413,Lopadea Nouă,Lopadea Nouă,
Alba,464,Lopadea Veche (Mirăslău),Lopadea Veche,Mirăslău
Alba,668,Lumineşti (Sohodol),Lumineşti,Sohodol
Alba,428,Lunca (Lupşa),Lunca,Lupşa
Alba,543,Lunca (Poşaga),Lunca,Poşaga
Alba,749,Lunca (Valea Lungă),Lunca,Valea Lungă
Alba,781,Lunca (Vidra),Lunca,Vidra
Alba,446,Lunca Ampoiţei (Meteş),Lunca Ampoiţei,Meteş
Alba,782,Lunca Bisericii (Vidra),Lunca Bisericii,Vidra
Alba,783,Lunca de Jos (Vidra),Lunca de Jos,Vidra
Alba,784,Lunca Goieşti (Vidra),Lunca Goieşti,Vidra
Alba,136,Lunca Largă (Bistra),Lunca Largă,Bistra
Alba,505,Lunca Largă (Ocoliş),Lunca Largă,Ocoliş
Alba,137,Lunca Merilor (Bistra),Lunca Merilor,Bistra
Alba,447,Lunca Meteşului (Meteş),Lunca Meteşului,Meteş
Alba,418,Lunca Mureșului,Lunca Mureșului,
Alba,690,Lunca Târnavei (Şona),Lunca Târnavei,Şona
Alba,785,Lunca Veseşti (Vidra),Lunca Veseşti,Vidra
Alba,527,Lupăieşti (Poiana Vadului),Lupăieşti,Poiana Vadului
Alba,429,Lupşa,Lupşa,
Alba,318,Lupşeni (Galda de Jos),Lupşeni,Galda de Jos
Alba,250,Lupu (Cergău),Lupu,Cergău
Alba,193,Lupuleşti (Bucium),Lupuleşti,Bucium
Alba,536,Măcăreşti (Ponor),Măcăreşti,Ponor
Alba,511,Măghierat (Ohaba),Măghierat,Ohaba
Alba,15,Măgina (Aiud),Măgina,Aiud
Alba,194,Măgura (Bucium),Măgura,Bucium
Alba,319,Măgura (Galda de Jos),Măgura,Galda de Jos
Alba,725,Măhăceni (Unirea),Măhăceni,Unirea
Alba,478,Mămăligani (Mogoş),Mămăligani,Mogoş
Alba,161,Mănărade (Blaj),Mănărade,Blaj
Alba,430,Mănăstire (Lupşa),Mănăstire,Lupşa
Alba,360,Mănceşti (Horea),Mănceşti,Horea
Alba,431,Mărgaia (Lupşa),Mărgaia,Lupşa
Alba,602,Mărgineni (Săliştea),Mărgineni,Săliştea
Alba,381,Mărineşti (Întregalde),Mărineşti,Întregalde
Alba,92,Mărteşti (Avram Iancu),Mărteşti,Avram Iancu
Alba,711,Mărtinie (Şugag),Mărtinie,Şugag
Alba,819,Mătăcina (Vinţu de Jos),Mătăcina,Vinţu de Jos
Alba,634,Maţei (Scărişoara),Maţei,Scărişoara
Alba,281,Mătişeşti (Ciuruleasa),Mătişeşti,Ciuruleasa
Alba,361,Mătişeşti (Horea),Mătişeşti,Horea
Alba,669,Medreşti (Sohodol),Medreşti,Sohodol
Alba,310,Medveş (Fărău),Medveş,Fărău
Alba,820,Mereteu (Vinţu de Jos),Mereteu,Vinţu de Jos
Alba,552,Meşcreac (Rădeşti),Meşcreac,Rădeşti
Alba,320,Mesentea (Galda de Jos),Mesentea,Galda de Jos
Alba,448,Meteş,Meteş,
Alba,22,Miceşti (Alba Iulia),Miceşti,Alba Iulia
Alba,499,Micoşlaca (Ocna Mureş),Micoşlaca,Ocna Mureş
Alba,138,Mihăieşti (Bistra),Mihăieşti,Bistra
Alba,458,Mihalţ,Mihalţ,
Alba,233,Mihoeşti (Câmpeni),Mihoeşti,Câmpeni
Alba,465,Mirăslău,Mirăslău,
Alba,382,Modoleşti (Întregalde),Modoleşti,Întregalde
Alba,786,Modoleşti (Vidra),Modoleşti,Vidra
Alba,479,Mogoş,Mogoş,
Alba,282,Morăreşti (Ciuruleasa),Morăreşti,Ciuruleasa
Alba,670,Morăreşti (Sohodol),Morăreşti,Sohodol
Alba,528,Morcăneşti (Poiana Vadului),Morcăneşti,Poiana Vadului
Alba,234,Motorăşti (Câmpeni),Motorăşti,Câmpeni
Alba,297,Mugeşti (Cugir),Mugeşti,Cugir
Alba,110,Muncelu (Baia de Arieş),Muncelu,Baia de Arieş
Alba,671,Muneşti (Sohodol),Muneşti,Sohodol
Alba,195,Muntari (Bucium),Muntari,Bucium
Alba,340,Munună (Gârda de Sus),Munună,Gârda de Sus
Alba,432,Muşca (Lupşa),Muşca,Lupşa
Alba,50,Nădăştia (Almaşu Mare),Nădăştia,Almaşu Mare
Alba,139,Nămaş (Bistra),Nămaş,Bistra
Alba,672,Năpăieşti (Sohodol),Năpăieşti,Sohodol
Alba,383,Necrileşti (Întregalde),Necrileşti,Întregalde
Alba,735,Necşeşti (Vadu Moților),Necşeşti,Vadu Moților
Alba,635,Negeşti (Scărişoara),Negeşti,Scărişoara
Alba,480,Negreşti (Mogoş),Negreşti,Mogoş
Alba,673,Nelegeşti (Sohodol),Nelegeşti,Sohodol
Alba,787,Nemeşi (Vidra),Nemeşi,Vidra
Alba,674,Nicoreşti (Sohodol),Nicoreşti,Sohodol
Alba,362,Niculeşti (Horea),Niculeşti,Horea
Alba,494,Noşlac,Noşlac,
Alba,140,Novăceşti (Bistra),Novăceşti,Bistra
Alba,23,Oarda (Alba Iulia),Oarda,Alba Iulia
Alba,459,Obreja (Mihalţ),Obreja,Mihalţ
Alba,500,Ocna Mureş,Ocna Mureş,
